Tweets;Status
30 tl'lik kontürden neden 9 tl kaldý nasýl bir vergidir anlayamadým ki turkcell;2
asligoknar ne zaman geçilecek 4g bi faydasýný göremedik 3g turkcell in;2
kurumsallýkta sýnýr tanýmayan turkcell çözümsüzlük sýnýrý çizip,yaptýklarý kimlik hýrsýzlýðýný kullanýcýlarýna mal ediyor. turkcellhizmet;2
kimlik hýrsýzý turkcell bilgim dahilinde olmadan beni müþterisi yapmýþ.sayesinde elimdeki hattýmdanda oldum. turkcellhizmet;2
turkcellhizmet takip de ettim ama süreçten ses yok turkcell hakikaten 15 gündür sabýrla bekliyorum...nasýl sonuçlandýracaksýnýz acaba;2
turkcell sana küfür edesim var ama etmiyecegim. 3g cok kötü seyrantepe de. 4g diye hava yapýyorsun sen önce bunu düzelt...;2
turkcell þaka dimi bu?yýllardýr turkcelliyim hiç birsey yok... diðerleri 19 liraya herþeyi verirken siz bana sadece 200 dk mý veriyorsunuz?;2
yaklaþýk 30 kere süper onlineyi aradm hala bi çözüm bulunamadi alt yapýnýzýn allah belasýný versýn !! trkcellfiberint turkcell;2
turkcell dolphin ön cephe hangi baza baglýysa büyük problem var bu bazda;2
bugün internet neden bu kadar re-za-let ? turkcell turkcellhizmet platinum deðilim ama siz de bi bakýn size zahmet tcellplatinum;2
koca ankarada hat çekmiyor ne lan hani turkcell 4 çekerdi;2
bir kuruþa eyvallah. iki kuruþ neden? bu nasýl yuvarlama ? turkcell;2
turkcell t50'yi almak hayatýmýn en büyük hatasýydý.;2
ttnetas kadar kurumsalliktan uzak bir firma daha varsa o da turkcell turkcher ay size odedigim faturalari koseye atsam zengin olmustum.;2
turkcell'in corç emmi reklamý inandýrýcýlýktan uzak ve metin mantýk hatalarýyla dolu. paranýza yazýk diyeceðim nasýl olsa bizden çýkýyor :);2
amk.15 yýllýk turkcell'liyim son tv reklamýný gördüm yarýn gidip baþka bir opratöre geçmeye karar verdim..;2
turkcell çalýþanlarýnýn % 70 avea kullanýyor :) aveakullanmýyoruz deyinlerinde % 99 u % 1 konuyu hiç anlamýyanlar.;2
caným 1 gb nete 20 lira vermek istiyorsanýz turkcell e gecin o zaman aveakullanmýyoruz da ne demek;2
istanbul'un ortasýnda 3gsi evlere þenlik turkcell'in abv!!!;2
zalým turkcell gece gece bütün malýmý varlýðýmý aldý götürdü.;2
turkcell reklamlarýnda düþen seviye dikkatimi cezbetti.bir siyasi partinin reklamý gibi seviyesiz ve yalan dolu. atillatasnet ihsanylmz;2
turkcellhizmet turkcell istanbul þiþli eskiþehir mah deðirmen sok no:88 baz istasyonu hala çalýþmýyor, servis yok bölgede! yazýklar olsun!;2
onu bunu bilmemde turkcell superonline'in interneti süper.;2
bu turkcell reklamýný bi ben sevmedim galiba .s;2
turkcell'de sular durulmuyor!;2
yurtdisinda kaybettigim simkartimi tekrar aldim ama kullanamiyorum. nasýl istir? bi ilgilenir misiniz? turkcell;2
günde 5 vakit turkcell'e sövüyorum.;2
avea bile daha iyi çekiyordu yurtta bu nasýl turkcell bu nasýl çekim güçsüzlüðüüüü.;2
turkcell ben boyle saçmalýk görmedim ek paket alýrsýn ve ilk olarak ek paketten mi gider internet önce kendi paketinin intrntinden kullanir;2
embesil turkcell bu saatte mesaj mý yollanýr üstüste !;2
kaliteden ödün veriyorsun olmuyor turkcell;2
turkcell dünyanýn en büyük iletisimsiz operatörü;2
turkcellinin gücü turkcelinin çekim gücü elektrik gidene kadarmýþ boykot ediyoruz tcellplatinum turkcellhizmet turkcell;2
ay içinde 3.defa ek ýnternet pakedi alýyorum turkcell le keyfi,bu resmen hýrsýzlýk ya bide bahane hazýr cihazýnýz 6 efendim yýldým artýk.;2
canli biriyle konusmak mumkun mu acaba turkcell 'i arayinca? kendi kendilerine surekli internet tanimlayip duruyorlar. ýstemiyorum yahu.;2
"ya ben vodafone bayiine gitmeye vakit bulamadýðým için aylardýr turkcell'e katlanan adamým. gelmiþ hala ""niye buluþamýyoruz"" diyosun.";2
"isteðim dýþýnda hat taþýnýyor, sonra kendilerine ""turkcell'in çekim gücü"" diyorlar. çekim gücünü göreceksin la turkcell! :)";2
yarin vodafonelu oluyorum artýkkk turkcell güle güle;2
dini imaný para olan turkcell fizy ile ilgili yeni planlar içindeymiþ... her þarki için kimbilir kaç para talep edecekler...;2
ayrýca þu son turkcell reklamýnda tiksindim. ele dümdük müdür nedir. çocuklarýn konuþma tarzý ne kadar iðreti. zaten þive var niye kasýyosun;2
en pahalý faturayý biz ödüyoruz en kötü 3g de bizde.bahanenizde yok en üst katta oturuyorum.full dahi çekmiyo? :( turkcell;2
turkcell allah cezaný versin!;2
turkcell internetinize ve size hergun kufurler beddualar ve lanetler okuyorum. farkindamisiniz ?;2
avea cekmiyo diye turkcell e gectim odamda turkcell cekmiyo bukadar olur ya;2
turkcellde aylýk 250 mb internet 15 gün zor gdyo allah doyursun gözünüzü turkcell;2
turkcell'in yeni reklamý yüzünden avea olmaya karar verdim bu nasýl iðrenç reklam yapmak;2
ey turkcell superonline bugün ttnetten bile yavaþsýn allah cezaný versin;2
Turkcell superonline sana fazladan vericek býrak parayý sabrým bile kalmadý;2
AVEA sagolsun Turkcell'i aratmiyo cok mesaj atarak beni boguyo..Operator sirketleri degil mi hepsi ayni iste;2
Bi kontör yüklüyorum 55 tane mesaj atiyosun turkcell kes sesini;2
turkcell beni dolandýrmaktan vazgeçmezsen kendimi aveada görüyorum ona göre;2
Bu fatura az, gel donumu da al turkcell.;2
Turkcell yedin bitirdin beni.Kontõr buldun mu niye çaliyosun benden ya.;2
Onu bunu bilmem de bu Turkcell'in cekim gucu Dudullu'da pek ise yaramiyo sanirim...;2
Gerizekali turkcell ya bbmim kapanmasin diye tl yukledim yine smspaketi yapptii off yarin yukleyemiycem amaa :(;2
lan ben mesaj hakký yapmayacaktým. unuttum iptal etmeyi turkcell hemn çekti liralarý :(;2
Turkcell bana yamuk yapti arkadaslar 2gundur internet paketim aktif ama bbm twitter hic biseye giremiyorum :(;2
Off turkcell neden bu kadar kampanyasýzsýnnn kiii :-(;2
ya bu her yöne sms i döverim ben ya! Haberim yok kuruþlarým bile bitmiþ terbiyesiz turkcell :(;2
turkcell kötüye gidiyor hiçmi düzgün bir kampanya olmaz arkadaþ?;2
daha yeni kontör yükledim bu turkcell vakumluyor mu napýyor kontörleri anlamadým;2
turkcell internet niye pahalý niye boktan bi hizmet sunuyo niye ha niye;2
Turkcell reklamlarii allah askinaa ne bu yaaa ? Kusucam artik .;2
Turkcell ve Avea reklamlarýndan nefret ediyorum!;2
Turkcell'e verdýgým paralarla bi ev bi araba bi bi bisey mutlaka alýrdým.;2
yerýn ýký kat altýndan býle cekýyor. Vodafone can'dýr. Turkcell sýfýr cekým..:p;2
1 Yýldýr Turkcell Müzik'ten þarký dinliyorum adamlar hiç yeni þarký koymuyo ya.;2
Turkcell kullanýyorum ve istanbulun en merkezi yeri Gayrettepe'de ve evimin olduðu Çekmeköy'de 3G'den yararlanamýyorum. @turkcellHizmet;2
Turkcell býrak artýk 4 çeker muhabbeti yapmayýý Cevizlibaðýn ortasýnda telefon çekmiyoo;2
turkcell e verdiðim taahut bitince iptal.. yurt dýþý paketi satan sonra onu kullandýrtmayan,bi de utanmadan parasýný isteyen kurnaz turkcell;2
Kýz evden kaçýyo, üstüne evleniyo bide çocuðu oluyo sonra babasýna bi mms atýyor ve hop barýþýyorlar he turkcell he oldu bu iþ çok satacan.;2
þu turkcell iki de bir ''sevimli penguen oyunu cepte!'' mesajlarý yollamasa, hayat daha bi güzel olacak.;2
Turkcell den kurtulup avea 'ya gecmek,sonunda adam gýbý fatura gelecek galýba :-);2
turkcell wap çöktü resmen bu ne yavaþlýk güya 3g kullanýyoruz bide;2
Bir adam vardý caný sýkýlaan,caný sýkýlaan' Noldu lan o adama? Turkcell faturayý kitleyince sýkýntý gitmiþtir tabi.;2
Turkcell sana çok uyuz oluyorum ..!;2
Bir tek benim mý internetim bozuk turkcell beni kandýrdýmý nedeeeeennn !!;2
Turkcell tllerimi çekmekten býkmadý, býkmýyor, býkamýyor!;2
Turkcell'e son 4 ayda ödediðim faturalarýn toplamiyla 99 model bir sahin alabilirdim:)));2
üç gündür turkcell le halledemediðim sorunumu müþteri temsilcisine baðýrarak anýnda çözdüm bazen baðýrmak sorunu hemen çözebiliyomuþ;2
Turkcell'le hayata baglandim, faturasini agir odedim.;2
...Farki tabiiki fiyati, bugun herkes biliyor ki turkcell ile digerleri kiyaslanamayacak kadar farkli birbirinden.;2
bence Turkcell müþteri hizmetlerini aramak tam bir iþkence düþmanýma edeceðim beddua bu olabilir aslýnda;2
Turkcell in cekmedigi %1 lik kisim bizim ev.;2
Yine yillar sonra Kadir Copdemir'i oynattin ya reklamlarinda. Ya git bi dunya markasini oynat su reklaminda Allah askina! Pes Turkcell pes!;2
Ya Turkcell bana ikide bir þu kadar dakikanýz kaldý diye mesaj atmana gerek yok. Neden geriyosun beni yani ne kaldýysa kaldý ne yapayým?;2
Turkcell 4 ceker diyorlar... Arka odadan cekmiyo :D;2
turkcell tv  reklamýndaki adamýn iphone u ipad i var ama bir tane daha televizyonu yok ne kadar saçma lan;2
"ttnet'i geçtim. turkcell 3G hýzýmý söylüyorum; \0.3\"" mbps!""";2
Al iste Ttnet bitti Turkcell baþladý. Bu ne lan mesajlar niye iletilmiyooooooooor.;2
telefonumun volki tolki ozelligi var da ben mi bilmiyorum ? hayir varsa kullanalim turkcell'in telsiz ucreti bir ise yarasin;2
"Arkadaþlar merak ediyorsunuzdur diye söylüyorum; Turkcell TV  gerçekten baþarýsýz.";2
Turkcell cocugum gibi masalah surekli parami yiyo;2
"Turkcell, insaný \bimcell\""li yapacak kadar delirtiyorsun??""";2
Turkcell nerenden uyduruyosun 4 cekeri ben anlamiyorum. 4u birak hic cekmiyor;2
Sevgili turkcell platinium her halti hatirlatmak icin mesaj atiosunda faturami niye hatirlatmadan hattimi bloke ediyosun;2
Turkcell bekle ceker'e devam. Ankara-Çankaya-Ayranci'da youtube açamýyorsun http://t.co/sotXWrbq;2
sevgili turkcell, düzgün bi mms kampanyasý yapsaydýýnn nolurdu sankiiiiiiiiiiiiiiiiiiiiiii;2
Turkcell Bey kardesim, 4 ceker diyorsun, 3G'de rakipleri katladim diyorsun, reklam panonun onunden geciiyoruz edge diyor halen.;2
telefonumda boþta 10 tl bile kalsa turkcell ne yapip edip onuda aliyor.insafsizlar :(;2
turkcell müþteri hizmetleriyle kavga etmek hobilerim arasýndadýr.;2
Lan bu turkcell hergun 4 tl alýyo :( gunluk 50 mb veriyo durdurdm uygulamalarý neye gdiyo lan '-';2
Þu hayatta 3 þeyden nefret ederim 1.Götoþlar 2.Turkcell 3.TTNET .Bimcell'e geççem mk :D mldfjsþgþ;2
Turkcell en sonunda dayanamadý ve ýnternet paketýme el koyup sen sadece turkcellýlere msj at dedý :(;2
Turkcell beni sesimden tanýmýyor :( bana devamlý mesaj atmaktan sesimi duymaya duymaya unuttu iþte oh olsun!;2
Ama benim Turkcell'im hiç çekiyor :(;2
Zavalli turkcell vapurda cektigini saniyor ya cok uzuluyorum :((((8;2
Vodafone'da sýnýrsýz internet 7 tl, Turkcell'de 19.90 :D;2
Turkcell'e cok agir mail attim,ama cooook sertt :)) Temmuz sonu icin Turkcell benim icin bitmis olacak.;2
Turkcell'in kampanya mesajlarýna anlam veremiyorum.Ýnternet paketim varken bana az mb'lý paket öneriyor :) Yok mu ayýracak bir filtresi?;2
Sevgili #vodafone. Turkcell'i terkedip sana geliyorum. Güvendim sana, mahçup etme beni :) Hadi görüþürüz yakýnda.;2
terkettim seni turkcell! : );2
Hani Turkcell her yerde çekiyordu? Kaç saattir giremiyorum be twittera! Geberecektim ha :D;2
Internet paketým ve kablosuz baglantým var buna ragmen turkcell kontorlerýmý hacýlýyo eksýlere dusurdu bený :(;2
Turkcell reklamlarý o kadar sýktý ki, birlik beraberlik toplumca aman aman bence o reklamlar gece kamu spotu olarak yayýnlanmalý ..;2
allah kahretsin böle turkcell i 10unda býraktýgým telefonu 16 sýnda yollamýþlar ve 15 gün sürer diyor hala daha 15 gün önce 15 gün vardý ...;2
turkcell reklamlarýn hiç ilgi çekici deðil be kardeþim. Her ne kadar seni hiç býrakmasamda tam bir puþtsun olum.;2
Gerekli miktarda lirayý yiyip sms paketimi yenilemeyen turkcell e sesleniyorum: bi þeyi de düzgün yapýn be!;2
Turkcell inat etme de yenile su tarifemizi.;2
Turkcell herkese ramazan hediyesi 50 tl yollamýþ. Bi bana mý yollamadýnýz lan. Oruç tutmuyoruz diye bu kadar da olmaz ki!;2
zalimsin Turkcell :D http://t.co/yvJlCg0t;2
Hep bana özel fýrsatlar olur zaten. hayatýn yalan turkcell :D;2
Turkcell de kendini bozdu operatör operatör gezeriz artýk :));2
Blackberryliler olarak turkcell tarafýnda soyup soðana çevrildik.;2
Turkcell'in 6.000 çekim noktasý varmýþda bitek ada bunlarýn icinde diil sanýrým;2
Avea heryerde cekiyo turkcell cekmiyo :((((;2
Turkcell, bazý bilgi mesajlarýnla kafamý karýþtýrýyorsun :(;2
Yýl olmuþ 2012, Turkcell hala ÇalarkenDinlet reklamý gönderiyor.;2
sanýrým turkcell çöktü ya da benim výnn öldü az önce bu internetin bu kadar yavaþ olmasýnýn baþka nedeni olmayabilir...;2
Bu turkcell kadar serefsizini daha gormedim :);2
5 kbps hýz ne yahu. Dalga mý geçiyorsunuz Turkcell? Sizin yaptýðýnýzý Özturkcell bile yapmaz :);2
11 yillik turkcell hattimi vodafone'a tasidim,umarim pisman olmam.;2
Bence Turkcell ve Mustafa Sandal reklami kadinlara hakarettir..Kadinin maddi bir degeri oldugunu,bir telefonla kandirabileceginizi gosterir.;2
"Turkcell,Çalarken Dinlet için \Neþet Ertaþ'ý anýyoruz. Neredesin Sen þarkýsýný Çalarken Dinlet yapmak 1 TL\"" diye ayýplý mesaj yolladý.""";2
Turkcell Mustafa Sandala verdiði parayý bana verse, bütün ülkede kapý kapý gezer herkesi Turkcelle geçirirdim.;2
Turkcell'in yaptýðýna ne demeli, Neþet Ertaþ'ý çalarken dinlette akýl etmiþler, fýndýk kadar daha özen göstermeyip 1 milyonculuk yapmýþlar;2
Sonunda Turkcell'in þu aylýk saçma sapan Facebook paketini iptal etmeyi baþardým arkadaþ bunlar kafaayý yemiþ sanýrým :);2
Bana tarýfe degýstýrttýn ya Turkcell alacagýn olsun :( 2 ayda batýrdýn bený.;2
Mustafa sandal'ýn Turkcell reklamýný gördükten sonra, telefonumu duvardan duvara atarak kýrdým, artýk telefonsuzum, ama vicdaným rahat.;2
Turkcell müþteri hizmetli berbat çalýþýyorsunuz, þarj olmayan telefon sat sonra da napalým kvk sorumlu biz aracýyýz de;2
Mustafa ve Emina Sandalýn oynadýðý þu turkcell reklamýna diyorum. Ne saçmasýn sen hacýýýý !;2
Superonline geçicem desem o da Turkcell'in. Piyasada adam gibi net yok Türkiyenin haline bak lanet.;2
10 tane tel hattým var sýnýrsýz 1 tl deseler de turkcell e geçmem;2
Turkcell'e yedirdigim paralari bir kenarda biriktirmis olsaydim suanda ciddi bir birikimim olurdu. Yemin ediyorum bak!;2
Turkcell sabrimi zorluyo 2dir internet paketim 1 ay dolmadan bitiyo!!isyan etmemin zamani geldi;2
bu turkcell sömürüyo adamý internet hemen bitiyo  avea inþ öyle deðildir bakalým bi;2
Turkcell cok adisin turkcell, cok pisliksin.;2
istek hatasý istek hatasý istek hatasý ... kuruluþun hata turkcell.;2
Þehir merkezinde bile bu kadar yavaþ olmayý nasýl beceriyorsun Turkcell výnn ?;2
yurt dýþý için 8 saniye konuþmaya 4 tl alan turkcell hüzünlendirdi.;2
Turkcell'in çekmediði bilimum yerlerde Avea'yi test ettim, çekiyor.;2
Turkcell TV'nin hediye ettiði filmlerin hepsinin eski ve týrt çýkmasý... Senden de anca bu beklenirdi,teþekkürler Turkcell :);2
Turkcell'den nefret ediyorum, bayramda ödeme alamýyormuþ allasen harika;2
Turkcell ne cimri çýktýn bee, sarý kutu yapmýþ iki anahtarlýk iki kalemlik veriyor sanki fuarda eþantiyon daðýtýyor.. @Turkcell;2
turkcell müþteri hizmetlerini aradým hiç memnun kalmadým yarým saat beni oyaladýlar olucak þey deðiil;2
Turkcell'in Harranlý saçmalýðý reklamý yine baþlamýþ,yavrum yapabiliyorsan Güney Kore'yi geç adamlar bütün dünyayý geçmiþ,çýtaný yükselt.;2
bir ara boðazýn altýnda çektiðini iddia eden turkcell daha bizim burda adam gibi çekmiyor yahu. sabancý lan burasý biz saksý deðiliz!;2
TurkCell'in 3G'si Amerika'nýn 4G'sinden daha hýzlý. 5G'sinden daha pahalý.;2
Þu turkcell cüzdan reklamýnda 'ben bu saatte nerden tl yüklicem' diyo ya o esnada her yer apaydýnlýk falan komik yani olmuyo;2
Amerikadaki Emilyi Burdaki Emine Geciyorda Benim Evimdeki Internet Niye Afganistan Demokrasisi Gibi Ilerliyor Turkcell 3G ?!?!?!;2
Turkcell niye butun sevdiklerimle iletisimimi engelliyosun hani 'doya doya konusun mesajlasin'di:(;2
"Turkcell'in \3G\"" reklamýnda \""Bizim 3G'miz Amerika'nýn 4G'sinden bile hýzlý\"" demeleri ne büyük eziklik :)""";2
Turkcell Style hayatýmda izlediðim en kötü reklam ve özentiliðin fiyaskosu;2
O, Gangnam Style çakmasý Turkcell Style reklamýyla tüm saygýnlýðýný,ciddiyetini,karizmaný yerle bir ettin #Turkcell. Ýnsaný GSMden soðutursn;2
Turkcell'in Gangnam Style reklamý zamanlama olarak çok kötü ve fikir olarak da son derece basit... Olmamýþ...;2
Gangnam Sytle'den nefret eden ben Turkcell Sytle reklamýný görünce Avea sana geliyorum :));2
evet gangnam style'ý bi reklam filminde bekliyordum fakat bunu Turkcell'den beklemiyordum. Tamam tutarlý stratejileri yok ama bu kadar fazla;2
Sayisiz sacma sapan reklamlar yapan pepsiyi tek reklsmda sacmala rekoruyla gecen turkceli kutluyorum bu neki la turkcell style vjcbfkcbndsgk;2
Turkcell style reklamýný izledikten sonra baþka operatöre geçmek istediðim doðrudur.;2
turkcell sana hayyvan gibi fatura oduyorum. bureklam icinmi? bu reklami cekeninde yayinlayaninda fikrininde... 30sn de meslekten soguttunuz.;2
Turkcell, bu  reklam ile müþteri kazanmaz, kaybeder.;2
Turkcell cok bozdu yani oyle boyle degil bozmaz bozmaz dedim ama bozdu cok cok bozdu Turkcell bozdu;2
Þu turkcell style reklamý ne zaman kaldýrýlcak ya çok sýktýýý;2
Bi sayfayi yarim saatte acan 20mb fiber internet. Turkcell'e saygilarimi iletiyorum.;2
Türkiye'nin neresinde olursam olayým, hep turkcell'in o kapsayamadýðý %0.03'lük alanda buluyorum kendimi.;2
Turkcell style reklamýný izleyen 30 milyon Turkcell'i numarasýný avea'ya taþýdý..;2
Turkcell Cüzdan hakkýnda Garanti'nin hiç bilgisi yok. Müþteri temsilcisinin bir dövmediði kaldý. http://t.co/T7IkALJy;2
Gangnam Style'ýn 1 milyarýncý kez Youtube'da izleniþi hayýrlý uðurlu olsun herkeslere. Gene de Turkcell'in yaptýðý reklamý tasvip etmiyorum.;2
